document,labels
현실속의 암울한 작은 판타지 `판의 미로`의 감독인 길예르모 델 토로 감독이 제작을 담당해서 화제가 된 `오퍼나지`.,1
"이 제목에 `비밀의 계단`이라는 원제에는 존재하지 않는 뭔가 판타지스러울 것 같은, 그리고 속편이 있을 것 같은 부제를 붙여 관객을 낚고 있다.",2
특히나 이 영화에서 분위기를 이끌어나가는 사운드는 주요포인트.,1
동양권 귀신영화를 제외하고 서양쪽 귀신영화에서 이렇게 오싹한 공포분위기를 제대로 낸 영화는 좀처럼 없지 않았나 싶다.,1
기-승-전-결의 이야기 진행도 매끄럽고 사건을 추적해나가는 과정도 흥미롭다.,1
기-승-전-결의 이야기 진행도 매끄럽고 사건을 추적해나가는 과정도 흥미롭다.,1
"옛날 고아원에서 벌어졌던 사건들의 발견, 그리고 아들 시몬을 찾아나가는 과정 하나하나가 잘 짜여져 있다.",1
통상 귀신이 나오는 공포영화는 공포분위기에만 힘써 스토리가 B급이거나 무서운 얼굴의 귀신을 적시적절한 때 등장시켜서 공포를 주지만 이 영화는 잘 짜여진 스토리와 함께 직접적으로 귀신을 보여주지 않으면서도 순간순간 공포를 주게끔 잘 만들어져 있다.,1
통상 귀신이 나오는 공포영화는 공포분위기에만 힘써 스토리가 B급이거나 무서운 얼굴의 귀신을 적시적절한 때 등장시켜서 공포를 주지만 이 영화는 잘 짜여진 스토리와 함께 직접적으로 귀신을 보여주지 않으면서도 순간순간 공포를 주게끔 잘 만들어져 있다.,1
서양 공포영화 중에서는 상당히 잘 만들어진 수작.,1
나는 니콜라스 케이지를 그다지 좋아하지 않는다.,2
그다지 호감이 가지 않는 배우랄까.,2
존재 자체가 느끼하다.,2
덕분에 내셔널 트레져에는 전혀 관심을 가지지 않았었다.,2
일단 그럭저럭 볼만한 편.,0
전체적으로 재미있는 편이다.,1
`다빈치 코드`에서 리얼리티와 진지함을 뺀 것 같고 `인디아나 존스`에서 액션을 뺀 것 같은 좀 쉽고 어린이들도 편하게 볼 수 있는 즐거운 모험영화였다.,1
하지만 이 점은 반대로 약점으로도 작용하기도 한다.,2
나오는 역사적 비밀이 `다빈치 코드`에 비해 너무 현실감이 없고 `인디아나 존스`에 비해 덜 환상적이다.,2
게다가 모험영화 치고는 액션이 너무 부족하다.,2
복잡하게 얽혀있어야 할 퍼즐이 너무 쉽게 놓여있고 그걸 너무 쉽게 쉽게 해결해나가며 진행한다.,2
어린이도 쉽게 이해하고 부모님과 함께 볼 수 있는 영화니까.,1
개그는 비교적 괜찮은 편이었다.,1
틈틈히 나오는 위트와 유머도 동양권에서 쉽게 이해하고 웃을 수 있는 것들이 대부분.,1
이 점이 영화를 재밌게 만들어준다.,1
미니어쳐 같은 자그마한 세트장이 기대에 못미쳐서 좀 실망감을 준다.,2
가장 마음에 안든 것은 악역 미치의 정체성.,2
이런 짧은 순간에 이랬다 저랬다 하는 악역이 어딨담.,2
정체성이 엉망진창.,2
엔딩이 엉망진창.,2
따지면서 보지 않으면 재밌다.,0
하지만 영화보는 틈틈히 `쟤 왜 저래?` 하는 생각이 드는 장면들이 나오니 곰씹어보면 그다지 좋진 못하다.,2
하지만 비슷한 류의 `인디아나 존스`나 `다빈치 코드`에 비하면 너무 어린이용이 아닐런지.,2
"반지의 제왕 시리즈로 유명한 뉴라인 시네마사가 제작, 주연배우도 니콜 키드만이 콜트부인, 6대 제임스본드인 다니엘 크레이그가 아스리엘 역 등 화려한 캐스팅.",1
"반지의 제왕 시리즈로 유명한 뉴라인 시네마사가 제작, 주연배우도 니콜 키드만이 콜트부인, 6대 제임스본드인 다니엘 크레이그가 아스리엘 역 등 화려한 캐스팅.",1
말도 안되고 유치한 내용이기 쉽상인 판타지물이다보니 어른의 시각에서 냉철하게 보자면 맘에 안들기 쉽상이지만 이런류를 좋아하다보니 그럭저럭 재미있게 본 편이다.,0
또한 다른 세계가 존재하고 있고 `더스트`를 통해 서로 오갈 수 있다는 점이 볼만한 편.,1
뭔가 설정과 세계관이 복잡하지만 단순하게 빨리빨리 넘겨가며 보여주는 편이라 그리 어렵진 않은 영화다.,0
다만 반지의 제왕에 비해서는 유치하고 해리포터에 비해서는 어렵다고 할까나.,2
이도 저도 아닌 느낌이 든다.,2
어찌되었건 이 영화의 가장 큰 장점은 현실에서는 볼 수 없는 장면을 볼 수 있다는 것.,1
마치 실제 북극에서 찍은 듯한 배경에 파이널판타지에나 나올 법한 소품들이 꽤나 즐거운 볼거리를 제공해준다.,1
마치 실제 북극에서 찍은 듯한 배경에 파이널판타지에나 나올 법한 소품들이 꽤나 즐거운 볼거리를 제공해준다.,1
"아머드베어의 전투나 헥스족, 집시들이 낀 정신없는 혼전도 꽤나 볼만하다.",1
다른 영화에서는 보기 힘든 화려하고 복잡한 환상적인 영상만으로도 충분히 가치있지 않을까.,1
이 영화는 상당히 잘 만들어진 `음악영화`다.,1
사람들이 왜 과속스캔들 OST를 그리도 찾는지 이제 알 것 같다.,1
전형적인 한국코메디일 것 같은 제목과 포스터에 낚이지 말자.,0
그러나 이 영화는 꽤나 세련되면서도 깔끔한 전개로 이야기를 이끌어 나간다.,1
이런 전개는 누구나 예상할 수 있는 전형적인 스토리.,2
하지만 단순히 `가족애`라는 것만 보여주려고 했다면 지루하기 쉽고 울고 짜는 한국드라마가 되기 쉽상이나 이 영화는 상당히 세련되고 재치넘치게 이야기를 이끌어 나간다.,1
노래는 전부 명곡들 투성이이며 영화에 맞게 어레인지 되었다.,1
영화에서 노래는 스토리의 흐름과 분위기를 이끌어나가는 뛰어난 효과를 보여주며 핵심이 된다.,1
이런 음악영화에서는 전형적이긴 하지만 산타복장을 하고 부르는 그들의 멋진 합주는 이 영화를 크리스마스에 보기 좋은 최고의 가족영화로 만들어준다.,1
하여간 이 영화는 음악영화로써도 훌륭했고 가족영화로써도 훌륭했다.,1
하여간 이 영화는 음악영화로써도 훌륭했고 가족영화로써도 훌륭했다.,1
크리스마스에 보기 좋은 영화로써도 훌륭했다.,1
이런 좋은 영화를 미묘한 포스터와 미묘한 카피프라이즈 때문에 망칠 뻔 했다.,2
이런 3류뽕빨 광고문구를 넣어서 3류코메디로 오인하게 만든 곳이!!,2
하여간 연말 한국영화 중 성공가도를 달리고 있는 영화라니 다행 중의 다행.,1
만일 이 영화가 흥행에 실패했더라면 아까운 영화 하나 묻힐 뻔 했다.,1
나역시 본 사람들이 100이면 100 전부 최고라고 하니 대체 어떤 영화길래 라는 호기심에 봤다가 대박 건졌다고 해야할까나.,1
"기승전결 깔끔하고 적절한 위트와 유머, 후반부의 얄미운 기자의 결말을 볼 수 있는 복선과 암시의 절묘한 배치, 등장인물들의 절묘한 관계와 캐릭터성, 적시적절한 배경음악과 노래, 잘 만들어진 명곡과 리메이크, 그리고 연출!!",1
"기승전결 깔끔하고 적절한 위트와 유머, 후반부의 얄미운 기자의 결말을 볼 수 있는 복선과 암시의 절묘한 배치, 등장인물들의 절묘한 관계와 캐릭터성, 적시적절한 배경음악과 노래, 잘 만들어진 명곡과 리메이크, 그리고 연출!!",1
"기승전결 깔끔하고 적절한 위트와 유머, 후반부의 얄미운 기자의 결말을 볼 수 있는 복선과 암시의 절묘한 배치, 등장인물들의 절묘한 관계와 캐릭터성, 적시적절한 배경음악과 노래, 잘 만들어진 명곡과 리메이크, 그리고 연출!!",1
"기승전결 깔끔하고 적절한 위트와 유머, 후반부의 얄미운 기자의 결말을 볼 수 있는 복선과 암시의 절묘한 배치, 등장인물들의 절묘한 관계와 캐릭터성, 적시적절한 배경음악과 노래, 잘 만들어진 명곡과 리메이크, 그리고 연출!!",1
"기승전결 깔끔하고 적절한 위트와 유머, 후반부의 얄미운 기자의 결말을 볼 수 있는 복선과 암시의 절묘한 배치, 등장인물들의 절묘한 관계와 캐릭터성, 적시적절한 배경음악과 노래, 잘 만들어진 명곡과 리메이크, 그리고 연출!!",1
"기승전결 깔끔하고 적절한 위트와 유머, 후반부의 얄미운 기자의 결말을 볼 수 있는 복선과 암시의 절묘한 배치, 등장인물들의 절묘한 관계와 캐릭터성, 적시적절한 배경음악과 노래, 잘 만들어진 명곡과 리메이크, 그리고 연출!!",1
100점 만점에 100점을 줄 수 밖에 없는 영화였다.,1
OST 찾아봐야겠다.,1
이런 B급 공포물은 좋아하는 편이기에 망설임 없이 9월 17일 9시표로 신촌 아뜨레온에서 관람.,1
원작소설을 읽지는 못하여 자세한 사항은 모르겠지만 좀 아쉬운 느낌이랄까.,2
"감염자들이 뭔가 좀 더 좀비틱하던지, 외계생명체에 감염된 것 답게 뭔가 이상하게 변하길 바랬는데 겉보기엔 똑같으니 좀 심심한 느낌.",2
"감염자들이 뭔가 좀 더 좀비틱하던지, 외계생명체에 감염된 것 답게 뭔가 이상하게 변하길 바랬는데 겉보기엔 똑같으니 좀 심심한 느낌.",0
감염자라고 하더래도 총맞으면 죽으니 그렇게 공포스럽진 않고...,0
실제로 있으면 꽤나 공포스러운 상황일 수도 있겠지만 역시 영화라는 것은 어느정도 과장이 있어야 재미있으니 공포물에 많이 둔감해진 나에겐 밋밋하단 느낌이 들었다.,2
후반에 도시의 수많은 인간들이 주인공의 차에 올라타는 장면을 제외하면 그렇게 볼만한 거리는 없었던 것 같다.,1
여러가지로 흥미가 갈 수 밖에 없던 영화다.,1
감독은 니나가와 미카라고 하는 유명 사진작가라는데...,1
그의 작품 특성답게 영화도 원색적이고 대비가 강한 색으로 이루어져 화려한 색감을 자랑한다.,1
"다만 감독이 사진작가만 하던 사람인지라 감독으로써의 경험이 부족하여 문제가 있지 않을까 싶긴 했지만 일단 원작 만화가 있어 스토리는 어느정도 보장되어 있었고, 실력있는 연출가나 각본가들 덕분인지 영화에는 큰 무리는 없었다.",0
"다만 감독이 사진작가만 하던 사람인지라 감독으로써의 경험이 부족하여 문제가 있지 않을까 싶긴 했지만 일단 원작 만화가 있어 스토리는 어느정도 보장되어 있었고, 실력있는 연출가나 각본가들 덕분인지 영화에는 큰 무리는 없었다.",1
"다만 감독이 사진작가만 하던 사람인지라 감독으로써의 경험이 부족하여 문제가 있지 않을까 싶긴 했지만 일단 원작 만화가 있어 스토리는 어느정도 보장되어 있었고, 실력있는 연출가나 각본가들 덕분인지 영화에는 큰 무리는 없었다.",0
"미술감독도, 스타일리스트도, 플로리스트도 최상급의 인재들이 참여하여 일단 이 영화는 시각적인 즐거움 면에서는 확실히 보장해준다.",1
영화의 어떤 장면이던지 스틸컷으로 빼놔도 영상미가 뛰어나니 말은 다했다고 볼 수 있겠다.,1
이런 뛰어난 영상미 외에 이 영화의 강렬한 특징은 음악.,1
이런 뛰어난 영상미 외에 이 영화의 강렬한 특징은 음악.,1
감독이 시대극이지만 현대극처럼 감각적으로 만들자고 했기에 시각적인 면에서도 현대적인 스킬이 가득 들어가 화려한 볼거리를 제공해줬지만 음악 또한 무려 `시이나 링고`가 담당.,1
감독이 시대극이지만 현대극처럼 감각적으로 만들자고 했기에 시각적인 면에서도 현대적인 스킬이 가득 들어가 화려한 볼거리를 제공해줬지만 음악 또한 무려 `시이나 링고`가 담당.,1
그야말로 볼거리와 들을거리가 가득한 영화다.,1
그야말로 볼거리와 들을거리가 가득한 영화다.,1
"물론 어떤 사람은 시대극인데 음악이 너무 현대적이라서 안어울린다는 사람도 있었다고 하지만...내가 보기엔 시이나 링고의 음악을 썼기에 주인공의 성격이나 장면이 튈 수 있었고, 잘 어울렸을 것 같다.",1
스토리 자체는 간단명료.,0
영화 자체는 볼만했다.,1
"막 재미있진 않지만 스토리도 흥미로운 편이고, 연출이나 편집도 지루하지 않게 잘 짜여있다.",0
"막 재미있진 않지만 스토리도 흥미로운 편이고, 연출이나 편집도 지루하지 않게 잘 짜여있다.",1
"막 재미있진 않지만 스토리도 흥미로운 편이고, 연출이나 편집도 지루하지 않게 잘 짜여있다.",1
게다가 한장면 한장면의 영상이 예술적으로 화려하고 보기 좋은데다가 음악 하나하나가 귀에 쏙쏙 들어오며 즐거운 느낌을 주는 것이 역시나 시이나 링고.,1
게다가 한장면 한장면의 영상이 예술적으로 화려하고 보기 좋은데다가 음악 하나하나가 귀에 쏙쏙 들어오며 즐거운 느낌을 주는 것이 역시나 시이나 링고.,1
웬만해선 지루해지기 쉽상인 시대극을 제법 감각적으로 잘 만든 영화인 듯 싶다.,1
다만 츠치야 안나의 외모가 너무 서구적으로 생겨서 동양적인 게이샤하고는 좀 안어울리는 감이 있다.,2
물론 극중 키요하의 성격과 츠치야 안나의 외모/목소리는 꽤나 잘 어울린다.,1
하지만 역시 츠치야 안나는 너무 서양인처럼 생겼다.,2
그 점이 좀 걸렸다고 할 수 있겠지만...,2
"뭐, `현대극`같은 `시대극`이 컨셉이다보니 츠치야 안나라는 배역도 그런 점에선 잘 맞아떨어졌는지도.",0
시대극을 별로 좋아하지 않는 사람도 즐겁게 볼 수 있을만한 영화라고 생각된다.,1
전반부는 배급사에서 말하듯 지루하기 쉽상이다.,2
"여자들 몸매 감상이나 랩댄스, 성적 농담등은 볼만한 거리가 될 수도 있겠지만 어메리칸이 아닌 순수 한국인 입장에서는 그다지 끌리질 않는다.",0
"쉴새없이 계속되는 신나는 액션, 스릴, 통쾌함.",1
올해 최고로 `통쾌한` 영화인 것이다.,1
"전반부는 뭔가 어두침침하고 퇴폐적인 영화지만 후반부는 타란티노의 능력이 마음껏 드러나는, 쉴세없이 웃고 즐길 수 있는 오락영화다.",1
"애초에 60~70년대 B급영화에 대한 애정을 듬뿍 담아 만든 영화이고, 그걸 타란티노 식으로 제대로 보여주고 있다.",1
그리고 타란티노는 그걸 누구보다도 가장 잘 표현할 수 있는 감독이다.,1
